tweet_id_customer,text_customer,tweet_id_reply,text_reply,created_at_customer,created_at_reply,intent,escalation,predicted_intent,correct,baseline_majority,baseline_keyword,predicted_intent_post,correct_post
471707,@AmericanAir Good morning! Always exceptional service with you guys! Could I get a follow back please?,471705,@227330 We always love having you on board! We're following you now.,Fri Dec 01 08:54:19 +0000 2017,Fri Dec 01 08:55:18 +0000 2017,praise,auto,praise,True,general_other,general_other,praise,True
603766,@AmericanAir Yep - that doesn’t work. You hold for 30 minutes for them to say they can’t help you for flights booked on AA website. #fail,603765,@263487 We're sorry you're having trouble getting your seats. You'll need to continue to work with the operating carrier.,Sun Dec 03 22:34:48 +0000 2017,Sun Dec 03 22:37:18 +0000 2017,seating_booking,escalate,general_other,False,general_other,seating_booking,general_other,False
884137,I'm trying MCE on my next @AmericanAir flight from RDU to PHL on A319. Can't wait!,884136,@329959 We look forward to welcoming you on board!,Fri Oct 20 22:11:40 +0000 2017,Fri Oct 20 22:28:53 +0000 2017,praise,auto,praise,True,general_other,general_other,praise,True
1128243,"My plane, by the way, a surprisingly nice @AmericanAir Boeing 757, flying direct to Chicago from Manchester. https://t.co/0rOfHoDqhl",1128242,@385976 She truly is #beAAutiful!,Tue Oct 24 10:43:55 +0000 2017,Tue Oct 24 10:54:43 +0000 2017,praise,auto,praise,True,general_other,general_other,praise,True
2308136,Well this is going to be fun. 35 mins to go and still no agents. 😂 @AmericanAir https://t.co/0Bd3kwLnOI,2308135,@568034 We'll have agents there a little closer to boarding time. Thanks for your patience!,Mon Nov 13 01:43:15 +0000 2017,Mon Nov 13 01:55:48 +0000 2017,flight_disruption,auto,staff_complaint,False,general_other,general_other,flight_disruption,True
2644447,@AmericanAir A nearly 3 hour delay because you are missing a pilot? Better figure this out before Holiday Season! #Flight_AA0497,2644446,@746142 We know your time is valuable and we're doing to everything we can to get a full crew for the flight. Thanks for your patience.,Tue Oct 31 03:46:06 +0000 2017,Tue Oct 31 04:00:30 +0000 2017,flight_disruption,auto,flight_disruption,True,general_other,flight_disruption,flight_disruption,True
102320,My flight was absolutely awful today but I have to say the @AmericanAir boarding playlist  is top notch.,102319,@138453 We're sorry to hear that your flight wasn't enjoyable but glad you enjoyed the tunes. If we can help in any way let us know.,Thu Nov 30 17:36:20 +0000 2017,Thu Nov 30 17:54:31 +0000 2017,praise,auto,praise,True,general_other,general_other,praise,True
1208060,"GM @AmericanAir today I am lending you care of my most precious cargo, my 94yr old Grandmother #HandleWithCare
Former .@Delta employee",1208059,@403657 She's in #GoodWings with us!,Wed Oct 25 09:58:28 +0000 2017,Wed Oct 25 10:09:53 +0000 2017,praise,auto,general_other,False,general_other,staff_complaint,general_other,False
638092,Any airlines having #blackfriday deals?? @Delta @116450 @AmericanAir @120910 @VirginAtlantic @British_Airways,638091,@271298 Contact our Reservations Team at 800-433-7300 for the lowest fares we have available.,Wed Nov 22 19:05:30 +0000 2017,Wed Nov 22 19:28:51 +0000 2017,general_other,auto,general_other,True,general_other,general_other,general_other,True
824227,@AmericanAir is truly full of #morons plane sits in hanger all day pull it out last min now is too hot to board - then too much full = delay,824226,@316336 Our team's working as quickly as possible to get you #wheelsup. We're so sorry for the delay.,Thu Oct 12 22:46:29 +0000 2017,Fri Oct 13 00:02:06 +0000 2017,flight_disruption,auto,flight_disruption,True,general_other,flight_disruption,flight_disruption,True
1618112,@AmericanAir has a serious employee culture problem. #dontflyamericanairlines,1618111,"@496130 We count on our employees to always be helpful, courteous, and treat people with respect. Is there anything we can help with?",Sun Nov 05 14:24:12 +0000 2017,Sun Nov 05 14:34:46 +0000 2017,staff_complaint,escalate,staff_complaint,True,general_other,staff_complaint,staff_complaint,True
1039594,"I've boarded two planes and deplaned two today, and I still haven't left DFW. I'm going to have to add @AmericanAir to my No Fly List. 😡",1039593,"@365953 We see you're on your way now, Cindy. We so appreciate your patience this evening.",Mon Oct 23 01:23:03 +0000 2017,Mon Oct 23 03:23:06 +0000 2017,flight_disruption,auto,flight_disruption,True,general_other,general_other,flight_disruption,True
1060979,Really @AmericanAir and @Delta you both almost made me miss my flight.  Running in #clt to find this flight 😤 who is responsible and how? https://t.co/oYsmIfe3Bs,1060977,@370508 What's going on Jared? Meet us in DM with your record locator and more info.,Fri Oct 13 07:40:22 +0000 2017,Fri Oct 13 07:42:50 +0000 2017,staff_complaint,escalate,flight_disruption,False,general_other,general_other,general_other,False
2633465,"Asking customers to pay $40 for inflight WiFi, on a domestic US flight is preposterous @AmericanAir !! I pay the same amount for an ENTIRE MONTH with @116136",2633463,"@743555 If you're going to be flying a lot over the next month, it's cheaper to buy a monthly pass. Thanks for your feedback.",Fri Nov 17 18:58:41 +0000 2017,Fri Nov 17 18:59:58 +0000 2017,general_other,auto,general_other,True,general_other,general_other,general_other,True
257934,@AmericanAir @Delta so I’m a frequent flyer &amp; Made a mistake with delta ticket and they didn’t help or offer an solutions.,257935,"@177366 We'd love a chance to impress you on board, Deborah.",Thu Oct 05 19:49:54 +0000 2017,Thu Oct 05 20:02:27 +0000 2017,seating_booking,escalate,general_other,False,general_other,general_other,seating_booking,True
1856647,@AmericanAir currently in a rebooking line.. you pretended to link my Member # to my AA Platinum Select Card #CmonSon #AmericanAirlines 🤔,1856645,@555287 We can rebook you here. Please send a DM with your record locator.,Sun Oct 29 01:08:56 +0000 2017,Sun Oct 29 01:13:02 +0000 2017,baggage_issue,auto,general_other,False,general_other,seating_booking,general_other,False
2069095,Hey @AmericanAir! Trying to claim flight miles from my return flight but im having trouble doing so. Any tips? :),2069094,"@611874 Miles can be requested here or with our AAdvantage Customer Service team which is open from Mon-Fri, 8a-7p, CT: https://t.co/l3I1yRJcdb",Sun Oct 08 18:12:24 +0000 2017,Sun Oct 08 18:44:07 +0000 2017,general_other,auto,general_other,True,general_other,general_other,general_other,True
2331200,First class upgrade thanks to @AmericanAir ✈️ 👍🏻,2331199,"@674858 It's our pleasure to be able to upgrade you, but you're welcome. Have a great flight and see you back on again soon!  #loyalty",Fri Oct 20 01:01:03 +0000 2017,Fri Oct 20 01:13:05 +0000 2017,praise,auto,praise,True,general_other,seating_booking,praise,True
842029,"@AmericanAir I know the attendants cant do much, but they don't have to be rude about it. I was very polite. I paid extra for this seat &amp; expect",842026,"@320297 You can watch movies, on your own device on the AA APP without buying Wi-Fi too. https://t.co/n3xnGOYDPs",Fri Oct 13 12:25:36 +0000 2017,Fri Oct 13 12:25:44 +0000 2017,general_other,auto,staff_complaint,False,general_other,staff_complaint,staff_complaint,False
2963639,"Hey @AmericanAir, even when you buy a 1st class ticket, you aren’t allowed in the Admiral’s Club unless you apply for a credit card? Wow.",2963638,"@817738 We'd like to take a look, please DM us your record locator.",Wed Nov 29 21:25:52 +0000 2017,Wed Nov 29 21:35:14 +0000 2017,flight_disruption,auto,general_other,False,general_other,general_other,general_other,False
3582,@AmericanAir Yes I see that. Your app says the incoming flight arrives at 10:05 so how are we going to take off at 10:10? https://t.co/vZxyxOa1xo,3580,"@116568 That's the most current info, but if there is any further update our gate team will provide it as it becomes available.",Sun Nov 26 00:17:06 +0000 2017,Sun Nov 26 00:20:12 +0000 2017,seating_booking,escalate,flight_disruption,False,general_other,general_other,flight_disruption,False
2431740,@AmericanAir Thanks! It's A4576 PHL to CMS at 5:35,2431738,"@697964 We'd like to check your options for you, please DM us your record locator.",Tue Nov 14 20:48:19 +0000 2017,Tue Nov 14 20:53:49 +0000 2017,baggage_issue,auto,general_other,False,general_other,praise,general_other,False
2699527,"@AmericanAir Btw your customer relations service so far has been a joke. They did not even take time to read my complaint, but instead just responded with a standard copied pasted response which did only peripherally address my issues.",2699530,"@758391 If anything is found, then our Lost and Found team will contact you directly. We're sorry for your lost item.",Sun Nov 19 20:56:04 +0000 2017,Sun Nov 19 21:47:39 +0000 2017,flight_disruption,auto,staff_complaint,False,general_other,general_other,staff_complaint,False
1308726,@AmericanAir I lost  $5k in business due to delays &amp; cancellations of my flight. I was supposed to be home 10/22. Didn't get home till 10/25,1308725,@425838 Our sincere apologies for the disruptions to your travels. We'd like to look into this a little further. Please follow so we can DM.,Thu Oct 26 23:33:08 +0000 2017,Fri Oct 27 01:11:35 +0000 2017,praise,auto,refund_compensation,False,general_other,flight_disruption,refund_compensation,False
466189,the siren call of in-flight wifi. but alas...productivity prevented. @AmericanAir https://t.co/Y5iGPRt7NB,466187,@225917 Please reach out to our friends at @116462 if you need help.,Fri Dec 01 04:08:06 +0000 2017,Fri Dec 01 04:31:51 +0000 2017,staff_complaint,escalate,general_other,False,general_other,general_other,general_other,False
2056678,"@AmericanAir They wouldn't hold the plane for 3 minutes when I ran over there from K10 to K8. Door was already closed. Had to spend the night in CHI after waiting on  a long, slow Customer Service line. Instead of getting home 10pm ET FRI, I got back 4pm ET on SAT. Unacceptable. Very poor.",2056679,"@296013 We're so sorry, we aren't always able to hold flights due to the domino effect it can have. If you send us a DM, we'll take a closer look.",Sun Oct 08 18:55:14 +0000 2017,Sun Oct 08 19:06:06 +0000 2017,staff_complaint,escalate,staff_complaint,True,general_other,general_other,flight_disruption,False
320148,Get your act together @AmericanAir. Been sitting on the ground @ LHR for 2 hrs.,320146,@192299 We're so sorry for the late start. We'll have you headed out soon. Thanks for your patience.,Sat Oct 07 11:17:40 +0000 2017,Sat Oct 07 11:52:44 +0000 2017,staff_complaint,escalate,flight_disruption,False,general_other,general_other,flight_disruption,False
1855910,@AmericanAir Tried to change it on the sly without emailing or telling me ... I have an important wedding to attend!!!! ☹️☹️☹️,1855909,@520220 Sounds like a schedule change may have taken place which is based on operational needs. Please DM your record locator and we'll look.,Thu Oct 19 10:15:29 +0000 2017,Thu Oct 19 10:17:17 +0000 2017,general_other,auto,flight_disruption,False,general_other,general_other,seating_booking,False
2607627,Landing On My @AmericanAir Flight At Boston's Logan Airport.Smooth On Time https://t.co/BiVMvzLX8f It! https://t.co/cQ9O1it3fC,2607625,@258150 You always capture such stellar shots of your #AmericanView. We love to see them.,Mon Oct 30 21:28:24 +0000 2017,Mon Oct 30 21:30:06 +0000 2017,seating_booking,escalate,praise,False,general_other,general_other,praise,False
418494,@Americanair 32 min and bags still not out on AA128. Can you imagine if they did arrive in 30 min or free like pizza!?!,418493,@214848 Bags can be delayed a bit longer than usual depending on operations or security. We’ll have them out soon.,Tue Oct 10 03:45:40 +0000 2017,Tue Oct 10 04:33:43 +0000 2017,staff_complaint,escalate,baggage_issue,False,general_other,baggage_issue,baggage_issue,False
2197185,@AmericanAir JFK to RDU 810 departure. Still on runway.. seriously how does cabin crew not say anything.,2197184,@642756 Sorry for the late start. We see you're in the air now and we're estimated to make some time up while flying.,Fri Nov 10 02:04:58 +0000 2017,Fri Nov 10 02:07:46 +0000 2017,flight_disruption,auto,flight_disruption,True,general_other,general_other,flight_disruption,True
810441,thank you @AmericanAir for putting me on a new flight! I will make home on-time to see my daughter! beyond grateful!,810440,@313097 We appreciate you flying with us and know how important it is to see your kids. Have a great visit!,Thu Oct 12 19:02:53 +0000 2017,Thu Oct 12 19:13:28 +0000 2017,flight_disruption,escalate,praise,False,general_other,praise,praise,False
2565945,"Thanks @Delta, @AmericanAir, and @SouthwestAir for providing transportation for our players today and upcoming Sunday night",2565944,@727949 It's our pleasure to have the players aboard with us.,Thu Nov 16 18:59:11 +0000 2017,Thu Nov 16 19:10:22 +0000 2017,baggage_issue,escalate,praise,False,general_other,praise,praise,False
1514121,@AmericanAir landed on flight 1028 from AUA to MIA almost 45 minutes ago still on tarmac... still no gate!!  WTH!!,1514120,@471316 Thanks for hanging in there with us. We're glad to see you've arrived at the terminal.,Mon Oct 16 22:35:46 +0000 2017,Tue Oct 17 00:01:03 +0000 2017,seating_booking,escalate,flight_disruption,False,general_other,flight_disruption,flight_disruption,False
901791,@AmericanAir Thank you,901793,@334079 You're welcome!,Sat Oct 21 00:24:28 +0000 2017,Sat Oct 21 00:42:59 +0000 2017,flight_disruption,auto,praise,False,general_other,praise,praise,False
1031177,@AmericanAir Approaching an hour since we landed. We've got lives to get to.,1031176,@364009 Thanks for hanging in there while we got your bags out. It's usually a lot quicker than what you experienced today.,Mon Oct 23 03:07:51 +0000 2017,Mon Oct 23 04:36:28 +0000 2017,baggage_issue,escalate,flight_disruption,False,general_other,general_other,baggage_issue,True
1660191,"@AmericanAir We’ve just been told we have to sit here and wait until the next flight at 8:30am! No hotels, no other flights...this is truly the worst.",1660193,"@506456 We're very sorry for the inconvenience, Michelle.",Mon Nov 06 05:47:09 +0000 2017,Mon Nov 06 06:05:29 +0000 2017,general_other,escalate,flight_disruption,False,general_other,general_other,flight_disruption,False
2245002,@AmericanAir Not a good time for your canned remarks. Lines are long. People are frustrated and your PHL employees are always rude.,2245001,@654361 We expect our team to treat everyone with respect. We're sorry if this wasn't the case. We completely hear and understand your frustration.,Fri Nov 10 23:05:53 +0000 2017,Fri Nov 10 23:15:16 +0000 2017,baggage_issue,escalate,staff_complaint,False,general_other,staff_complaint,staff_complaint,False
2799759,"@AmericanAir Point is, should have been told about this when seat was booked so I had better options. Poor website, poor customer experience.",2799761,@781106 We're sorry for the confusion and we appreciate you letting us know.,Tue Nov 21 23:44:03 +0000 2017,Wed Nov 22 00:06:41 +0000 2017,general_other,auto,seating_booking,False,general_other,seating_booking,seating_booking,False
1070371,"@Americanair Chelsea at @46428 gate C21 was an amazing gate agent.  Friendly, helpful, no upgrade today but super helpful attitude",1070370,@372575 We're glad Chelsea was there to take excellent care of you today!,Mon Oct 23 15:52:40 +0000 2017,Mon Oct 23 15:54:13 +0000 2017,general_other,auto,praise,False,general_other,seating_booking,praise,False
2152599,@AmericanAir Thanks! I made it.,2152601,@632542 That's great news and we appreciate the update!,Thu Nov 09 02:19:54 +0000 2017,Thu Nov 09 02:41:37 +0000 2017,staff_complaint,escalate,praise,False,general_other,praise,praise,False
1863857,"@AmericanAir yes, no kidding, hence why I'm sending you guys a message. I need a seat assignment. That Basic Economy is the worst idea to date FYI",1863856,@461106 We want to give customers as many options as possible but we're unable to assign a seat at this time. Our gate agent will definitely assist.,Fri Oct 20 13:44:11 +0000 2017,Fri Oct 20 13:52:13 +0000 2017,staff_complaint,escalate,seating_booking,False,general_other,seating_booking,seating_booking,False
1962153,@AmericanAir you guys have a pretty bad client services staff..tried talking to someone and nothing but rude/boring attitude. Smh,1962152,@581855 We expect our team to be professional at all times. Please forgive us if that wasn't your experience. We're happy to answer any questions.,Mon Oct 30 23:13:26 +0000 2017,Mon Oct 30 23:41:40 +0000 2017,flight_disruption,auto,staff_complaint,False,general_other,staff_complaint,staff_complaint,False
2986796,"Viajar con @AmericanAir es una pesadilla, será que es un requisito que sus sobrecargos sean unos groseros y flojos ?",2986795,@823550 Please check your inbox for a response from us.,Tue Oct 31 21:53:07 +0000 2017,Tue Oct 31 21:59:28 +0000 2017,baggage_issue,escalate,staff_complaint,False,general_other,general_other,staff_complaint,False
1940098,Hey @AmericanAir thanks for ripping my luggage! Thankfully I didn't lose anything,1940097,@577055 We want you to have your bag returned as you left it every time. Please speak with an airport agent and they'll assist with opening a claim.,Sun Oct 29 20:30:07 +0000 2017,Sun Oct 29 20:44:02 +0000 2017,staff_complaint,escalate,baggage_issue,False,general_other,baggage_issue,baggage_issue,False
181928,@AmericanAir how do I get my KTN added to my boarding pass?,181927,"@158757 We can help. Please DM your 6 letter record locator, and KTN, as well as your date of birth. We'll get that added for you.",Sat Nov 25 01:15:50 +0000 2017,Sat Nov 25 01:18:19 +0000 2017,flight_disruption,escalate,seating_booking,False,general_other,general_other,seating_booking,False
1271394,I rarely take @AmericanAir but yesterday’s experience convinced me that they’re a good option! Thanks!,1271393,@417655 It was a pleasure to share the skies with you and we look forward to many more #AAdventures!,Thu Oct 26 14:22:02 +0000 2017,Thu Oct 26 14:33:09 +0000 2017,refund_compensation,escalate,praise,False,general_other,praise,praise,False
482612,@126403 at @151271 are an absolute nightmare! Thanks @AmericanAir for getting me out of here!,482611,"@229783 Thanks for flying with us this morning, Troy. Sit back, relax and enjoy the ride!",Fri Dec 01 14:06:32 +0000 2017,Fri Dec 01 14:17:25 +0000 2017,general_other,auto,praise,False,general_other,praise,praise,False
837967,@AmericanAir Way to make your passengers comfortable,837965,@319410 If your bag doesn't fit within the size guidelines you may have to check it. Here's more info: https://t.co/AqqDo7IbvB,Fri Oct 13 10:17:33 +0000 2017,Fri Oct 13 10:24:56 +0000 2017,staff_complaint,escalate,general_other,False,general_other,general_other,praise,False
2801743,"Hello @AmericanAir, can you tell me which cities of Colombia to México do you fly from? Thank you!",2801742,@781573 Please see the following link for more info on where we fly. https://t.co/BhEqSlOhOZ,Wed Nov 22 00:16:32 +0000 2017,Wed Nov 22 00:38:01 +0000 2017,flight_disruption,escalate,general_other,False,general_other,praise,general_other,False
2767088,Terrible service from @AmericanAir. Tried to charge me $50 for a carry-on when there was still overhead space.,2767087,@773796 Sounds like you have a Basic Economy fare. You can read more about it here: https://t.co/MKvFFVF7OZ,Tue Nov 21 10:51:42 +0000 2017,Tue Nov 21 10:52:48 +0000 2017,praise,auto,baggage_issue,False,general_other,baggage_issue,baggage_issue,False
2194854,@AmericanAir Your terrible service never fails to amaze me! Bought this ticket in JAN and service has been terrible every step of the way.,2194853,@642219 This isn't what we like to hear. We'd like to help if we can. DM your record locator and more details about what happened.,Thu Nov 09 16:39:56 +0000 2017,Thu Nov 09 16:42:05 +0000 2017,general_other,escalate,general_other,True,general_other,general_other,general_other,True
2296072,@AmericanAir And now diverted to Detroit for mechanical issues. And i thought i had bad luck in Vegas 🤔😜,2296074,@666652 We're very sorry about that. We'll have you wheels up again at 7:35p.,Sun Nov 12 23:27:04 +0000 2017,Sun Nov 12 23:41:47 +0000 2017,general_other,auto,flight_disruption,False,general_other,flight_disruption,flight_disruption,False
617985,"Hey @AmericanAir since it's a mechanical error that had us de-plane, I assume we'll be getting some ff miles or future upgrade vouchers to make up for the family meal we're now missing? #AA2563 #DFWtoIAH. Since, ya know, we'd be there already by now.",617983,"@163273 Once your flight is complete we can review your flight experience, Matthew. Send us a DM when you get to your final destination.",Wed Nov 22 13:48:06 +0000 2017,Wed Nov 22 14:10:38 +0000 2017,flight_disruption,auto,refund_compensation,False,general_other,flight_disruption,refund_compensation,False
1301530,This is going to be the second plane I have to get off because something is wrong w/@AmericanAir planes.! #NEVERAGAIN #AA5 #AmericanAirlines,1301529,@424175 We see you've been rebooked for the next available option. We're so sorry for the cancellation this evening.,Thu Oct 26 23:00:09 +0000 2017,Fri Oct 27 00:02:15 +0000 2017,staff_complaint,escalate,flight_disruption,False,general_other,general_other,flight_disruption,False
903884,Hey @AmericanAir - this is my 2nd flight delayed today due to maintenance. We're now deplanning. Getting home after 10:30 instead of 7:30. https://t.co/52cDTKmYHB,903883,@334568 Our apologies for the delays to your flights.. We know your time is valuable and will get you home as quickly as we can.,Sat Oct 21 00:25:44 +0000 2017,Sat Oct 21 00:44:57 +0000 2017,general_other,escalate,flight_disruption,False,general_other,flight_disruption,flight_disruption,False
1467222,Thanks for the respect you show our men and women in the military @AmericanAir.,1467221,@460561 We always want to honor our #FriendsinUniform and their families. Thanks for the kudos!,Thu Nov 02 19:15:13 +0000 2017,Thu Nov 02 19:34:31 +0000 2017,praise,auto,praise,True,general_other,praise,praise,True
1663700,@AmericanAir O’Hare was disaster tonight. Flight canceled after 2 hours aboard plane. Bags retrieved after nearly 3 hours. Embarrassing!!,1663694,@506996 We're sorry to hear that. We know cancellations are frustrating and do all we can do avoid them.,Mon Nov 06 09:45:46 +0000 2017,Mon Nov 06 09:46:37 +0000 2017,general_other,escalate,flight_disruption,False,general_other,baggage_issue,flight_disruption,False
1143318,@AmericanAir I guess the plane didn’t make it.  Flight is now cancelled...  almost 6 hours after scheduled departure...,1143320,"@353090 We see the update too, John. You've been rebooked on flight 4624 connecting to ATL at 4:59p. Please see an agent for your boarding passes.",Sun Oct 15 16:48:54 +0000 2017,Sun Oct 15 16:52:39 +0000 2017,praise,auto,flight_disruption,False,general_other,flight_disruption,flight_disruption,False
269558,Flying @AmericanAir from now on! https://t.co/V6sFe611gL,269557,@180291 We can't wait to see you!,Fri Oct 06 00:18:25 +0000 2017,Fri Oct 06 01:25:43 +0000 2017,general_other,auto,praise,False,general_other,general_other,praise,False
484077,"@AmericanAir By the way, my original flight out this morning was also delayed causing me to miss my connection in Phoenix.  Second delayed flight.  There is a pattern.",484083,"@230169 Our goal is to always have on-time departures and we're very sorry that we delayed you this morning, Bret.",Fri Dec 01 15:18:46 +0000 2017,Fri Dec 01 15:21:39 +0000 2017,staff_complaint,escalate,flight_disruption,False,general_other,flight_disruption,flight_disruption,False
1905705,"Thanks to the crew on @americanair, the nurse, and EMTs at @151271 who took care of me when I needed it last night.",1905704,"@567869 We hope you're feeling better, Tanisha. Please follow and share your record locator in DMs and we'll forward this to leadership. #AATeam",Wed Oct 25 13:08:30 +0000 2017,Wed Oct 25 13:09:52 +0000 2017,praise,auto,praise,True,general_other,praise,praise,True
476603,Booked 4 diff flts this mo to &amp; from AA hub cities yet using @AmericanAir  cost 3X all other carriers.  Why? No sense. No loyalty,476601,@228268 All flights are subject to availability. The earlier you book the better chances you have of a lower rate.,Fri Dec 01 11:14:52 +0000 2017,Fri Dec 01 11:16:07 +0000 2017,general_other,auto,general_other,True,general_other,seating_booking,general_other,True
